word	F	Ao	Ez		
leſpaule	1	0	1		
leſpaulle	1	0	1		
Leſpee	1	0	1		
leſtable	1	0	1		
lieues	1	0	1		
lieux	1	0	1		
liguage	1	0	1		
lionnel	1	0	1		
liſternoys	1	0	1		
locciſt	1	0	1		
lõguemẽt	1	0	1		
loĩg	1	0	1		
lomme	1	0	1		
Lor	1	0	1		
loyal	1	0	1		
loyaulte	1	0	1		
loyt	1	0	1		
loz	1	0	1		
loſeriez	1	0	1		
lucan	1	0	1		
lumaine	1	0	1		
Lun	1	0	1		
Lyonnel	1	0	1		
machabeus	1	0	1		
maĩ	1	0	1		
Maintenãt	1	0	1		
maintĩdrent	1	0	1		
malfaicteur	1	0	1		
malfaicteurs	1	0	1		
malfaiteur	1	0	1		
mardi	1	0	1		
mauuaitie	1	0	1		
mauuaiſe	1	0	1		
mẽ	1	0	1		
meffaire	1	0	1		
meilleures	1	0	1		
meilleurs	1	0	1		
membres	1	0	1		
meneroie	1	0	1		
mercia	1	0	1		
mercis	1	0	1		
merueilleux	1	0	1		
meurdriers	1	0	1		
meuſt	1	0	1		
meſaiſe	1	0	1		
meſcreãs	1	0	1		
meſtoit	1	0	1		
meſſe	1	0	1		
miẽ	1	0	1		
miniſtrer	1	0	1		
miſerable	1	0	1		
moitie	1	0	1		
molle	1	0	1		
monſtre	1	0	1		
monſtreray	1	0	1		
moys	1	0	1		
mõſeigneur	1	0	1		
mõſtra	1	0	1		
mõſtre	1	0	1		
mõſtreray	1	0	1		
multitude	1	0	1		
napartient	1	0	1		
nature	1	0	1		
nauoye	1	0	1		
nauriez	1	0	1		
nay	1	0	1		
naſquiſt	1	0	1		
nẽ	1	0	1		
neantmoins	1	0	1		
neãt	1	0	1		
negligence	1	0	1		
Nẽny	1	0	1		
nepueu	1	0	1		
neſtoient	1	0	1		
neſtoiẽt	1	0	1		
noble	1	0	1		
nõbre	1	0	1		
noehaut	1	0	1		
noenor	1	0	1		
nombre	1	0	1		
nommees	1	0	1		
nommez	1	0	1		
nõnain	1	0	1		
nonnain	1	0	1		
nourreture	1	0	1		
nourry	1	0	1		
nouueaux	1	0	1		
nouuelle	1	0	1		
noſſelice	1	0	1		
nuyt	1	0	1		
nyrez	1	0	1		
obeir	1	0	1		
occient	1	0	1		
occire	1	0	1		
occiz	1	0	1		
orains	1	0	1		
oraĩs	1	0	1		
oraiſons	1	0	1		
oraiſõs	1	0	1		
ordonnez	1	0	1		
orphelins	1	0	1		
õt	1	0	1		
ottroia	1	0	1		
ouec	1	0	1		
ouir	1	0	1		
oultrageux	1	0	1		
oultraige	1	0	1		
oultre	1	0	1		
Oultreplus	1	0	1		
Ouy	1	0	1		
ouyt	1	0	1		
oyet	1	0	1		
oyez	1	0	1		
oſe	1	0	1		
oſent	1	0	1		
oſeray	1	0	1		
oſeroie	1	0	1		
oſẽt	1	0	1		
oſtat	1	0	1		
oſteray	1	0	1		
pain	1	0	1		
paiſibles	1	0	1		
palleffrois	1	0	1		
pareil	1	0	1		
parleray	1	0	1		
parolle	1	0	1		
parrain	1	0	1		
pars	1	0	1		
partiray	1	0	1		
partirons	1	0	1		
partis	1	0	1		
partit	1	0	1		
pays	1	0	1		
paſſez	1	0	1		
pechie	1	0	1		
pelles	1	0	1		
pendant	1	0	1		
pendoit	1	0	1		
penthecouſte	1	0	1		
penſa	1	0	1		
penſez	1	0	1		
penſif	1	0	1		
penſiue	1	0	1		
penſoye	1	0	1		
perdiſſiez	1	0	1		
peruers	1	0	1		
perſonne	1	0	1		
pẽthecouſte	1	0	1		
peuent	1	0	1		
peuẽt	1	0	1		
peuples	1	0	1		
peurent	1	0	1		
peurẽt	1	0	1		
peuſt	1	0	1		
peuſſent	1	0	1		
philiſtiens	1	0	1		
picque	1	0	1		
pieca	1	0	1		
plainement	1	0	1		
plaiſant	1	0	1		
plaiſãt	1	0	1		
plaiſe	1	0	1		
plaiſir	1	0	1		
plaiſt	1	0	1		
playe	1	0	1		
pliant	1	0	1		
plourer	1	0	1		
plouroie	1	0	1		
pluſieurs	1	0	1		
poĩgnãt	1	0	1		
poĩgne	1	0	1		
poĩt	1	0	1		
poĩte	1	0	1		
polliſſement	1	0	1		
portay	1	0	1		
pou	1	0	1		
pouoit	1	0	1		
pourchaſſe	1	0	1		
pourchaſſer	1	0	1		
pourpenſa	1	0	1		
pourra	1	0	1		
pourrez	1	0	1		
pourrons	1	0	1		
prẽdra	1	0	1		
prẽdroit	1	0	1		
prendroit	1	0	1		
prẽnent	1	0	1		
preudõme	1	0	1		
preudommes	1	0	1		
prez	1	0	1		
preſſe	1	0	1		
pria	1	0	1		
priere	1	0	1		
prieres	1	0	1		
principalement	1	0	1		
priſaſt	1	0	1		
prometz	1	0	1		
prouchaĩnemẽt	1	0	1		
prouchainnemẽt	1	0	1		
proueſſes	1	0	1		
puiſſant	1	0	1		
puiſſãt	1	0	1		
puys	1	0	1		
q̃ lles	1	0	1		
q́ lz	1	0	1		
q̃ lz	1	0	1		
q̃ rir	1	0	1		
quarante	1	0	1		
quarãte	1	0	1		
Quauez	1	0	1		
Quelle	1	0	1		
querir	1	0	1		
Quoy	1	0	1		
QVant	1	0	1		
QVãt	1	0	1		
raiſons	1	0	1		
receuoir	1	0	1		
receuſt	1	0	1		
recõmande	1	0	1		
recommande	1	0	1		
recommence	1	0	1		
recouurer	1	0	1		
refuſer	1	0	1		
regard	1	0	1		
regardoient	1	0	1		
reprimer	1	0	1		
requerez	1	0	1		
retenez	1	0	1		
retint	1	0	1		
retourne	1	0	1		
reuenir	1	0	1		
reſpondu	1	0	1		
richemẽt	1	0	1		
richem̃ t	1	0	1		
richeſſes	1	0	1		
riẽs	1	0	1		
rouſſin	1	0	1		
Roy	1	0	1		
sen	1	0	1		
Ses	1	0	1		
signifie	1	0	1		
table	1	0	1		
taiſt	1	0	1		
talẽt	1	0	1		
tallent	1	0	1		
Tel	1	0	1		
tellement	1	0	1		
tellemẽt	1	0	1		
telles	1	0	1		
telz	1	0	1		
tendremẽt	1	0	1		
tent	1	0	1		
terriẽnemẽt	1	0	1		
teſmõgnage	1	0	1		
teſmoing	1	0	1		
teſmongne	1	0	1		
tiengne	1	0	1		
tiẽt	1	0	1		
tint	1	0	1		
tira	1	0	1		
tirannie	1	0	1		
tollent	1	0	1		
tollẽt	1	0	1		
tors	1	0	1		
tourna	1	0	1		
Tous	1	0	1		
Touteffois	1	0	1		
Toutes	1	0	1		
traiſt	1	0	1		
trẽble	1	0	1		
tremblaſt	1	0	1		
trenchante	1	0	1		
trenchãt	1	0	1		
treſpaſſez	1	0	1		
treſſault	1	0	1		
tronſons	1	0	1		
trouuees	1	0	1		
trõſõs	1	0	1		
ualier	1	0	1		
uoit	1	0	1		
vaincre	1	0	1		
vaincu	1	0	1		
vaiſſeau	1	0	1		
valeurs	1	0	1		
valleur	1	0	1		
valloient	1	0	1		
valoir	1	0	1		
vauldroit	1	0	1		
vaulx	1	0	1		
vaulſiſt	1	0	1		
vẽdredi	1	0	1		
vẽgera	1	0	1		
vẽgeray	1	0	1		
vẽgerez	1	0	1		
vẽgie	1	0	1		
vẽgier	1	0	1		
venant	1	0	1		
venge	1	0	1		
vengeray	1	0	1		
vengerez	1	0	1		
vengier	1	0	1		
vertueux	1	0	1		
vẽtre	1	0	1		
veufues	1	0	1		
veſpre	1	0	1		
veſtue	1	0	1		
veſtus	1	0	1		
viẽdroit	1	0	1		
viendroit	1	0	1		
viendrons	1	0	1		
viengne	1	0	1		
viennent	1	0	1		
viennẽt	1	0	1		
vierge	1	0	1		
viẽs	1	0	1		
viẽt	1	0	1		
ville	1	0	1		
vindrẽt	1	0	1		
vinſtes	1	0	1		
viue	1	0	1		
viure	1	0	1		
viſage	1	0	1		
vnz	1	0	1		
voelle	1	0	1		
voix	1	0	1		
voiſe	1	0	1		
voiſins	1	0	1		
vons	1	0	1		
võt	1	0	1		
votre	1	0	1		
voue	1	0	1		
vouldront	1	0	1		
voulenlente	1	0	1		
voulente	1	0	1		
voulẽtiers	1	0	1		
voulloit	1	0	1		
voulut	1	0	1		
voulſiſt	1	0	1		
Vous	1	0	1		
vouſ	1	0	1		
voyent	1	0	1		
voyt	1	0	1		
Voſtre	1	0	1		
vraie	1	0	1		
vraies	1	0	1		
vrais	1	0	1		
vray	1	0	1		
vrẽ	1	0	1		
vriẽ	1	0	1		
vrien	1	0	1		
vser	1	0	1		
vueille	1	0	1		
vſer	1	0	1		
xix	1	0	1		
xl	1	0	1		
xx	1	0	1		
xxii	1	0	1		
yuaĩ	1	0	1		
yſſir	1	0	1		
yſſit	1	0	1		
ſache	1	0	1		
ſacourre	1	0	1		
ſacourt	1	0	1		
ſaiette	1	0	1		
ſaige	1	0	1		
ſaiges	1	0	1		
ſaillent	1	0	1		
ſaillẽt	1	0	1		
ſains	1	0	1		
ſaiſon	1	0	1		
ſaluer	1	0	1		
ſante	1	0	1		
ſaouler	1	0	1		
ſãs	1	0	1		
ſãte	1	0	1		
ſatin	1	0	1		
ſaucuns	1	0	1		
ſauoit	1	0	1		
ſauueur	1	0	1		
ſecourier	1	0	1		
ſecretement	1	0	1		
ſefforce	1	0	1		
ſeint	1	0	1		
ſeiournoit	1	0	1		
ſelon	1	0	1		
ſembloit	1	0	1		
ſeneſchal	1	0	1		
ſentir	1	0	1		
ſentoit	1	0	1		
ſepmaine	1	0	1		
ſepmaines	1	0	1		
ſepulchre	1	0	1		
ſerui	1	0	1		
ſeruie	1	0	1		
ſeruoit	1	0	1		
ſeuffre	1	0	1		
ſeul	1	0	1		
ſeurement	1	0	1		
ſeſmerueillent	1	0	1		
ſeſpant	1	0	1		
ſeſt	1	0	1		
ſeſtoient	1	0	1		
ſeſtoit	1	0	1		
ſicomme	1	0	1		
ſiecle	1	0	1		
ſiet	1	0	1		
ſignifiãce	1	0	1		
ſignifiances	1	0	1		
ſignifient	1	0	1		
ſimon	1	0	1		
ſoie	1	0	1		
ſoient	1	0	1		
ſoleil	1	0	1		
ſonne	1	0	1		
ſouef	1	0	1		
ſouffriſt	1	0	1		
ſoupper	1	0	1		
ſouſpirant	1	0	1		
ſouſpirãt	1	0	1		
ſpirituellemment	1	0	1		
ſus	1	0	1		
ſuſpeconne	1	0	1		
ᵱmy	1	0	1		
ᵱtie	1	0	1		
s	50	48	2		
i	43	41	2		
son	31	29	2		
Mais	27	25	2		
ores	14	12	2		
blans	12	10	2		
encontre	11	9	2		
porte	8	6	2		
dames	7	5	2		
parler	7	5	2		
venue	7	5	2		
aage	6	4	2		
Artus	6	4	2		
Au	6	4	2		
chemin	6	4	2		
couche	6	4	2		
fais	6	4	2		
gardez	6	4	2		
lignage	6	4	2		
met	6	4	2		
point	6	4	2		
pointe	6	4	2		
robes	6	4	2		
arc	5	3	2		
commencement	5	3	2		
doint	5	3	2		
Ha	5	3	2		
legier	5	3	2		
mien	5	3	2		
chaude	4	2	2		
die	4	2	2		
dur	4	2	2		
endroit	4	2	2		
ferir	4	2	2		
frain	4	2	2		
garantie	4	2	2		
huit	4	2	2		
mercie	4	2	2		
monta	4	2	2		
nuit	4	2	2		
pere	4	2	2		
pert	4	2	2		
piece	4	2	2		
prie	4	2	2		
Puis	4	2	2		
Qui	4	2	2		
requier	4	2	2		
richement	4	2	2		
vendredi	4	2	2		
vie	4	2	2		
vont	4	2	2		
alerent	3	1	2		
biens	3	1	2		
Ce	3	1	2		
demanda	3	1	2		
faiz	3	1	2		
fer	3	1	2		
gentil	3	1	2		
Lancelot	3	1	2		
lances	3	1	2		
monter	3	1	2		
nomme	3	1	2		
perdu	3	1	2		
plains	3	1	2		
promis	3	1	2		
roide	3	1	2		
¶	2	0	2		
Adonc	2	0	2		
aĩcois	2	0	2		
amene	2	0	2		
amour	2	0	2		
amys	2	0	2		
ans	2	0	2		
appareillie	2	0	2		
appartiennent	2	0	2		
appelle	2	0	2		
arriere	2	0	2		
arriuerent	2	0	2		
atourner	2	0	2		
attendre	2	0	2		
aumoſnes	2	0	2		
auroit	2	0	2		
Auſſi	2	0	2		
aymant	2	0	2		
ayme	2	0	2		
bñ	2	0	2		
bonte	2	0	2		
boort	2	0	2		
boys	2	0	2		
Car	2	0	2		
cellui	2	0	2		
chãbre	2	0	2		
chault	2	0	2		
Cheualier	2	0	2		
cheuaulx	2	0	2		
chiere	2	0	2		
cõe	2	0	2		
cõmẽt	2	0	2		
commenca	2	0	2		
Commẽt	2	0	2		
compte	2	0	2		
conuient	2	0	2		
cor	2	0	2		
cõtre	2	0	2		
courrouce	2	0	2		
courroucee	2	0	2		
courtois	2	0	2		
couuert	2	0	2		
cy	2	0	2		
damoiſelles	2	0	2		
debonnairete	2	0	2		
dedens	2	0	2		
deffault	2	0	2		
deffendre	2	0	2		
deffendu	2	0	2		
deffenſe	2	0	2		
demãda	2	0	2		
deuez	2	0	2		
deuoit	2	0	2		
deſcendiſt	2	0	2		
deſcent	2	0	2		
deſpriſeurs	2	0	2		
deſtre	2	0	2		
diray	2	0	2		
dõmage	2	0	2		
dommage	2	0	2		
domme	2	0	2		
donna	2	0	2		
donnee	2	0	2		
donneez	2	0	2		
e	2	0	2		
Elle	2	0	2		
enfans	2	0	2		
entreprendre	2	0	2		
erſoir	2	0	2		
eſbahy	2	0	2		
eſcu	2	0	2		
eſcuiers	2	0	2		
eſtabli	2	0	2		
eſtat	2	0	2		
faiſoient	2	0	2		
fẽmes	2	0	2		
femmes	2	0	2		
feneſtres	2	0	2		
feuſt	2	0	2		
feſte	2	0	2		
follie	2	0	2		
foy	2	0	2		
frere	2	0	2		
fuſt	2	0	2		
fuſſe	2	0	2		
gaſſenin	2	0	2		
glaiue	2	0	2		
gre	2	0	2		
greigneur	2	0	2		
griefue	2	0	2		
harnoys	2	0	2		
haubert	2	0	2		
haulte	2	0	2		
honnourablement	2	0	2		
iay	2	0	2		
iaye	2	0	2		
ien	2	0	2		
ieſuchriſt	2	0	2		
ii	2	0	2		
ioye	2	0	2		
iray	2	0	2		
iure	2	0	2		
Jay	2	0	2		
lãcelot	2	0	2		
large	2	0	2		
larmes	2	0	2		
lendemain	2	0	2		
lenfant	2	0	2		
leſcripture	2	0	2		
lõme	2	0	2		
long	2	0	2		
lonneur	2	0	2		
loy	2	0	2		
lun	2	0	2		
luy	2	0	2		
lyonnel	2	0	2		
maĩs	2	0	2		
maiſtreſſe	2	0	2		
manteau	2	0	2		
mauuais	2	0	2		
mauuaiſtie	2	0	2		
meilleur	2	0	2		
mettez	2	0	2		
Meſſire	2	0	2		
miſt	2	0	2		
mõde	2	0	2		
monſeigneur	2	0	2		
Moult	2	0	2		
Nenny	2	0	2		
neſtes	2	0	2		
neſtoit	2	0	2		
nõ	2	0	2		
nouuelles	2	0	2		
ouy	2	0	2		
Oy	2	0	2		
oſaſt	2	0	2		
oſter	2	0	2		
paine	2	0	2		
pareſſe	2	0	2		
pariure	2	0	2		
piteux	2	0	2		
pleure	2	0	2		
plꝰ	2	0	2		
poins	2	0	2		
pouez	2	0	2		
pouoir	2	0	2		
pourray	2	0	2		
prendra	2	0	2		
preudes	2	0	2		
preſent	2	0	2		
preſt	2	0	2		
prouchainnement	2	0	2		
puiſſe	2	0	2		
quelque	2	0	2		
quilz	2	0	2		
raiſon	2	0	2		
recoit	2	0	2		
regardez	2	0	2		
requerrez	2	0	2		
reſpont	2	0	2		
riẽ	2	0	2		
robeurs	2	0	2		
taillie	2	0	2		
tendrement	2	0	2		
tenoit	2	0	2		
trauail	2	0	2		
trouuer	2	0	2		
vaillans	2	0	2		
vengie	2	0	2		
veniſt	2	0	2		
venus	2	0	2		
verrez	2	0	2		
verte	2	0	2		
veſpres	2	0	2		
veſtu	2	0	2		
vĩdrẽt	2	0	2		
viens	2	0	2		
villennie	2	0	2		
vngz	2	0	2		
vouloir	2	0	2		
xviii	2	0	2		
ya	2	0	2		
ſage	2	0	2		
ſaĩcte	2	0	2		
ſait	2	0	2		
ſaĩt	2	0	2		
ſauiez	2	0	2		
ſaura	2	0	2		
ſauroie	2	0	2		
ſemblant	2	0	2		
ſemble	2	0	2		
ſenechal	2	0	2		
ſeneſtre	2	0	2		
ſens	2	0	2		
ſeoir	2	0	2		
ſeray	2	0	2		
ſergant	2	0	2		
ſerre	2	0	2		
ſeruir	2	0	2		
ſeſmerueille	2	0	2		
ſoiez	2	0	2		
ſoir	2	0	2		
ſouffreteux	2	0	2		
ſouffrir	2	0	2		
ſouſpire	2	0	2		
ſouſtenir	2	0	2		
vient	13	10	3		
De	9	6	3		
don	9	6	3		
droiture	9	6	3		
ont	9	6	3		
robe	8	5	3		
terre	8	5	3		
bontez	7	4	3		
veoir	7	4	3		
cire	6	3	3		
col	6	3	3		
felons	6	3	3		
quel	6	3	3		
tort	6	3	3		
ventre	6	3	3		
blanches	5	2	3		
cerf	5	2	3		
dire	5	2	3		
lors	5	2	3		
mis	5	2	3		
apres	4	1	3		
bon	4	1	3		
chambre	4	1	3		
faciez	4	1	3		
loing	4	1	3		
prendre	4	1	3		
talent	4	1	3		
venu	4	1	3		
aduis	3	0	3		
aduiz	3	0	3		
aprez	3	0	3		
baiſe	3	0	3		
ban	3	0	3		
banin	3	0	3		
Beau	3	0	3		
beaute	3	0	3		
benoic	3	0	3		
bonnes	3	0	3		
ceſte	3	0	3		
cõment	3	0	3		
Cõment	3	0	3		
conſeil	3	0	3		
couſins	3	0	3		
cõſeil	3	0	3		
croy	3	0	3		
cuide	3	0	3		
Damoiſelle	3	0	3		
demaĩ	3	0	3		
depuis	3	0	3		
dictes	3	0	3		
Dictes	3	0	3		
enfant	3	0	3		
enuers	3	0	3		
eulx	3	0	3		
eulz	3	0	3		
euſſe	3	0	3		
eſpee	3	0	3		
gauuaĩ	3	0	3		
grãde	3	0	3		
grans	3	0	3		
hardy	3	0	3		
hault	3	0	3		
heaume	3	0	3		
heure	3	0	3		
hõmes	3	0	3		
honneur	3	0	3		
hoſtel	3	0	3		
iours	3	0	3		
Je	3	0	3		
laiſſe	3	0	3		
laiſſer	3	0	3		
lauoit	3	0	3		
lautre	3	0	3		
lencõtre	3	0	3		
lieu	3	0	3		
lieue	3	0	3		
littiere	3	0	3		
loſtel	3	0	3		
maiſõ	3	0	3		
meſcreans	3	0	3		
miſe	3	0	3		
mõta	3	0	3		
nauoit	3	0	3		
neant	3	0	3		
ny	3	0	3		
peu	3	0	3		
peult	3	0	3		
pẽſer	3	0	3		
pitie	3	0	3		
quoy	3	0	3		
tãt	3	0	3		
tient	3	0	3		
touteſfois	3	0	3		
touſiours	3	0	3		
trenchans	3	0	3		
trenchant	3	0	3		
trouua	3	0	3		
veiſſiez	3	0	3		
yeulx	3	0	3		
ſachez	3	0	3		
ſalue	3	0	3		
ſauez	3	0	3		
ſaurez	3	0	3		
ſcait	3	0	3		
ſcay	3	0	3		
ſerez	3	0	3		
ſeroit	3	0	3		
ſõt	3	0	3		
ſoy	3	0	3		
autre	15	11	4		
chief	11	7	4		
Atant	10	6	4		
demain	10	6	4		
demande	10	6	4		
face	10	6	4		
trois	10	6	4		
force	9	5	4		
mener	9	5	4		
mes	9	5	4		
porter	9	5	4		
A	8	4	4		
fort	8	4	4		
matin	8	4	4		
part	8	4	4		
garantir	7	3	4		
garde	7	3	4		
mot	7	3	4		
maine	6	2	4		
aucun	5	1	4		
aincois	4	0	4		
aĩs	4	0	4		
celles	4	0	4		
ceulz	4	0	4		
choſes	4	0	4		
demãde	4	0	4		
demourer	4	0	4		
deuãt	4	0	4		
dimenche	4	0	4		
donne	4	0	4		
eſtoient	4	0	4		
fit	4	0	4		
foreſt	4	0	4		
hõme	4	0	4		
iuſques	4	0	4		
lamour	4	0	4		
lencontre	4	0	4		
merueille	4	0	4		
merueilles	4	0	4		
meſmes	4	0	4		
naure	4	0	4		
oncq̃ s	4	0	4		
parmy	4	0	4		
pourtant	4	0	4		
premiere	4	0	4		
preux	4	0	4		
quãt	4	0	4		
Quãt	4	0	4		
telle	4	0	4		
teſte	4	0	4		
tronchons	4	0	4		
veu	4	0	4		
vĩt	4	0	4		
vouloit	4	0	4		
ſauoir	4	0	4		
ſuis	4	0	4		
blanc	16	11	5		
Il	15	10	5		
main	13	8	5		
mere	11	6	5		
venir	10	5	5		
partie	8	3	5		
compaignie	6	1	5		
donc	6	1	5		
vit	6	1	5		
aĩſi	5	0	5		
auſſi	5	0	5		
belle	5	0	5		
chacun	5	0	5		
deſſus	5	0	5		
euſt	5	0	5		
faiſoit	5	0	5		
hommes	5	0	5		
leur	5	0	5		
leſpee	5	0	5		
maiſon	5	0	5		
meſt	5	0	5		
meſtier	5	0	5		
mõ	5	0	5		
nom	5	0	5		
penſe	5	0	5		
proueſſe	5	0	5		
quelle	5	0	5		
temps	5	0	5		
toſt	5	0	5		
ſalle	5	0	5		
ſecours	5	0	5		
ſignifie	5	0	5		
ſil	5	0	5		
ſire	5	0	5		
ſoyez	5	0	5		
non	28	22	6		
vers	19	13	6		
trop	18	12	6		
rien	17	11	6		
entre	15	9	6		
aler	13	7	6		
ces	13	7	6		
ma	13	7	6		
honte	12	6	6		
En	11	5	6		
mains	11	5	6		
Certes	10	4	6		
fors	10	4	6		
regarde	10	4	6		
contre	7	1	6		
ceſt	6	0	6		
iehan	6	0	6		
kamalot	6	0	6		
keu	6	0	6		
lordre	6	0	6		
nen	6	0	6		
noſtre	6	0	6		
pourroit	6	0	6		
preudomme	6	0	6		
verite	6	0	6		
vertus	6	0	6		
voulez	6	0	6		
ſaint	6	0	6		
ſõ	6	0	6		
ſoit	6	0	6		
mal	15	8	7		
Comment	12	5	7		
ains	7	0	7		
celle	7	0	7		
fiſt	7	0	7		
gens	7	0	7		
grãt	7	0	7		
neſt	7	0	7		
on	7	0	7		
prent	7	0	7		
treuue	7	0	7		
voulentiers	7	0	7		
vueil	7	0	7		
droit	18	10	8		
La	14	6	8		
encores	13	5	8		
mort	13	5	8		
auez	8	0	8		
eſte	8	0	8		
eſtes	8	0	8		
grande	8	0	8		
men	8	0	8		
mieulx	8	0	8		
paour	8	0	8		
peuple	8	0	8		
va	8	0	8		
comment	27	18	9		
voit	25	16	9		
armes	20	11	9		
tel	19	10	9		
Quant	12	3	9		
lac	10	1	9		
aux	9	0	9		
ay	9	0	9		
aſſez	9	0	9		
biẽ	9	0	9		
ceulx	9	0	9		
cheual	9	0	9		
gauuain	9	0	9		
mettre	9	0	9		
nous	9	0	9		
voꝰ	9	0	9		
ſans	9	0	9		
Dame	31	21	10		
Si	25	15	10		
faire	22	12	10		
Lors	21	11	10		
furent	18	8	10		
monde	15	5	10		
auec	10	0	10		
choſe	10	0	10		
egliſe	10	0	10		
iour	10	0	10		
oncques	10	0	10		
pource	10	0	10		
quant	10	0	10		
toute	10	0	10		
veult	10	0	10		
ſen	10	0	10		
dit	42	31	11		
puis	25	14	11		
corps	11	0	11		
penſer	11	0	11		
ſera	11	0	11		
ſes	11	0	11		
dont	39	27	12		
artus	12	0	12		
lancelot	12	0	12		
moy	12	0	12		
toutes	12	0	12		
ſeigneur	12	0	12		
autres	39	26	13		
mon	19	6	13		
court	13	0	13		
homme	13	0	13		
ilz	13	0	13		
Le	13	0	13		
peut	13	0	13		
voſtre	13	0	13		
ſaincte	13	0	13		
vint	28	14	14		
ia	14	0	14		
len	14	0	14		
royne	14	0	14		
tout	14	0	14		
ſur	14	0	14		
celui	25	10	15		
ainſi	15	0	15		
beau	15	0	15		
deuant	15	0	15		
cheualiers	16	0	16		
tous	16	0	16		
varlet	16	0	16		
ſa	16	0	16		
Sire	32	15	17		
auoit	17	0	17		
q́ l	17	0	17		
des	51	33	18		
filz	33	15	18		
dieu	18	0	18		
yuain	18	0	18		
ſont	18	0	18		
auoir	19	0	19		
cheualerie	19	0	19		
vne	19	0	19		
deux	20	0	20		
meſſire	20	0	20		
y	20	0	20		
diſt	21	0	21		
pas	69	47	22		
eſtoit	22	0	22		
q́	22	0	22		
tant	52	29	23		
cõme	23	0	23		
cueur	24	0	24		
q̃	24	0	24		
mie	32	7	25		
fut	29	2	27		
eſtre	27	0	27		
grant	81	53	28		
vng	28	0	28		
doit	72	43	29		
moult	29	0	29		
par	72	42	30		
mais	63	33	30		
me	60	30	30		
ou	41	11	30		
plus	84	51	33		
comme	45	12	33		
dame	74	40	34		
:	53	18	35		
au	80	44	36		
quil	38	0	38		
bien	88	49	39		
ce	102	62	40		
ſon	42	0	42		
ſi	46	0	46		
du	49	1	48		
elle	49	0	49		
eſt	50	0	50		
pour	53	0	53		
ſe	59	0	59		
car	152	91	61		
Et	173	108	65		
cheualier	67	0	67		
lui	98	30	68		
les	162	93	69		
fait	168	91	77		
roy	78	0	78		
ie	80	0	80		
qui	215	131	84		
en	237	137	100		
⁊	100	0	100		
il	325	221	104		
ne	295	185	110		
que	318	199	119		
vous	123	0	123		
0	834	706	128		
la	316	184	132		
a	402	237	165		
de	412	216	196		
le	242	4	238		
.	612	325	287		
et	722	404	318		
